x,y,ph,moisture,nitrogen,cec
10254750.0,2537500.000000001,58.0,398.0,270.0,207.0
3432750.0,6843500.000000001,47.0,636.0,1044.0,510.0
5410750.0,4732500.000000001,77.0,369.0,285.0,241.0
8012750.0,2228500.000000001,73.0,355.0,148.0,436.0
2122750.0,2312500.000000001,82.0,308.0,78.0,171.0
2628750.0,-4499.999999999069,44.0,343.0,208.0,86.0
9832750.0,4619500.000000001,82.0,339.0,169.0,165.0
11507750.0,2554500.000000001,58.0,393.0,226.0,153.0
13575750.0,-2517499.999999999,77.0,325.0,42.0,312.0
-5083250.0,-250499.99999999907,48.0,380.0,212.0,118.0
-14298250.0,6586500.000000001,51.0,476.0,825.0,363.0
-9916250.0,7425500.000000001,64.0,577.0,464.0,472.0
3503750.0,5658500.000000001,69.0,549.0,1190.0,359.0
4423750.0,3306500.000000001,80.0,328.0,63.0,128.0
10214750.0,4492500.000000001,82.0,371.0,233.0,227.0
16057750.0,-740499.9999999991,53.0,434.0,616.0,252.0
7328750.0,3702500.000000001,77.0,335.0,162.0,169.0
10356750.0,5205500.000000001,74.0,376.0,446.0,290.0
9208750.0,6732500.000000001,62.0,626.0,864.0,473.0
1306750.0,1921500.000000001,82.0,287.0,46.0,155.0
16260750.0,-4194499.999999999,53.0,358.0,342.0,251.0
-9420250.0,6504500.000000001,52.0,621.0,711.0,477.0
-7745250.0,-3975499.999999999,62.0,397.0,344.0,226.0
13790750.0,914500.0000000009,54.0,439.0,459.0,218.0
13572750.0,899500.0000000009,54.0,424.0,316.0,175.0
8230750.0,6541500.000000001,60.0,653.0,717.0,423.0
5248750.0,4860500.000000001,79.0,386.0,241.0,255.0
2538750.0,-205499.99999999907,46.0,371.0,248.0,145.0
3658750.0,4340500.000000001,75.0,334.0,328.0,225.0
-5515250.0,-1720499.999999999,54.0,384.0,179.0,109.0
3192750.0,7219500.000000001,48.0,626.0,1009.0,406.0
14657750.0,-1774499.999999999,65.0,285.0,61.0,174.0
2201750.0,525500.0000000009,54.0,409.0,217.0,133.0
-8669250.0,6349500.000000001,57.0,569.0,762.0,369.0
8854750.0,6918500.000000001,60.0,658.0,812.0,450.0
15067750.0,-3590499.999999999,83.0,358.0,108.0,206.0
5524750.0,6460500.000000001,55.0,536.0,726.0,516.0
3576750.0,-1230499.999999999,60.0,322.0,109.0,65.0
1083750.0,2142500.000000001,81.0,292.0,96.0,211.0
-9493250.0,3902500.000000001,56.0,362.0,276.0,124.0
2370750.0,1769500.000000001,81.0,316.0,70.0,152.0
-6514250.0,-1088499.999999999,46.0,346.0,194.0,138.0
7970750.0,7450500.000000001,55.0,621.0,669.0,636.0
4066750.0,4351500.000000001,71.0,348.0,354.0,290.0
11148750.0,1732500.000000001,59.0,347.0,127.0,198.0
-11393250.0,6191500.000000001,57.0,545.0,182.0,266.0
-1289250.0,1571500.000000001,62.0,313.0,64.0,105.0
3009750.0,2221500.000000001,84.0,284.0,129.0,226.0
-7742250.0,-627499.9999999991,42.0,383.0,265.0,168.0
13959750.0,-1987499.999999999,70.0,335.0,71.0,218.0
-5494250.0,-1132499.999999999,51.0,359.0,158.0,114.0
-7137250.0,-2971499.999999999,70.0,386.0,168.0,255.0
10326750.0,5124500.000000001,78.0,345.0,340.0,255.0
-6893250.0,-2552499.999999999,69.0,389.0,168.0,285.0
2624750.0,3444500.000000001,78.0,275.0,63.0,126.0
16541750.0,-3011499.999999999,71.0,352.0,122.0,227.0
4995750.0,6733500.000000001,51.0,624.0,1279.0,553.0
-6552250.0,-1134499.999999999,47.0,368.0,207.0,152.0
5412750.0,1734500.000000001,80.0,305.0,113.0,174.0
3066750.0,-965499.9999999991,55.0,308.0,118.0,94.0
-5217250.0,-2017499.999999999,55.0,369.0,160.0,105.0
10036750.0,4525500.000000001,81.0,372.0,200.0,199.0
16583750.0,-3566499.999999999,66.0,398.0,231.0,243.0
-8430250.0,-829499.9999999991,49.0,417.0,461.0,178.0
11165750.0,5793500.000000001,65.0,519.0,1359.0,337.0
2939750.0,5700500.000000001,55.0,506.0,1232.0,294.0
-12119250.0,4630500.000000001,70.0,386.0,491.0,245.0
2491750.0,2153500.000000001,82.0,287.0,87.0,163.0
-13187250.0,7220500.000000001,56.0,572.0,573.0,416.0
18047750.0,-4970499.999999999,62.0,348.0,381.0,303.0
-12146250.0,3599500.000000001,69.0,329.0,165.0,171.0
-8147250.0,431500.00000000093,51.0,360.0,282.0,123.0
-12053250.0,3013500.000000001,76.0,334.0,169.0,201.0
-6423250.0,-1441499.999999999,44.0,344.0,167.0,93.0
8737750.0,2292500.000000001,67.0,379.0,181.0,212.0
-246250.0,2218500.000000001,78.0,273.0,64.0,147.0
1557750.0,344500.00000000093,50.0,364.0,310.0,131.0
3856750.0,5976500.000000001,57.0,580.0,1057.0,331.0
643750.0,4425500.000000001,76.0,374.0,303.0,226.0
10838750.0,5870500.000000001,53.0,563.0,1173.0,357.0
-12234250.0,6636500.000000001,71.0,602.0,156.0,416.0
-8723250.0,178500.00000000093,48.0,394.0,451.0,200.0
-7380250.0,-2358499.999999999,78.0,313.0,169.0,167.0
10364750.0,3582500.000000001,61.0,411.0,533.0,268.0
-6030250.0,-2198499.999999999,53.0,375.0,209.0,125.0
8956750.0,7133500.000000001,51.0,656.0,759.0,484.0
2452750.0,823500.0000000009,55.0,351.0,188.0,119.0
14060750.0,-2142499.999999999,73.0,343.0,54.0,245.0
5767750.0,5519500.000000001,78.0,378.0,339.0,221.0
-10152250.0,4152500.000000001,56.0,421.0,362.0,245.0
-5984250.0,-372499.99999999907,44.0,398.0,269.0,127.0
-6216250.0,-2525499.999999999,53.0,380.0,238.0,157.0
8833750.0,7272500.000000001,51.0,650.0,1051.0,499.0
1430750.0,2692500.000000001,84.0,313.0,106.0,212.0
4846750.0,4124500.000000001,75.0,357.0,182.0,229.0
5719750.0,6125500.000000001,64.0,587.0,536.0,440.0
3221750.0,-87499.99999999907,51.0,412.0,573.0,230.0
-9142250.0,4613500.000000001,45.0,409.0,857.0,454.0
2708750.0,-3437499.999999999,73.0,367.0,99.0,296.0
-11390250.0,6979500.000000001,60.0,628.0,519.0,573.0
6108750.0,7262500.000000001,51.0,677.0,1390.0,512.0
2795750.0,4934500.000000001,64.0,414.0,507.0,276.0
5324750.0,2951500.000000001,77.0,280.0,57.0,142.0
5059750.0,1005500.0000000009,81.0,336.0,127.0,201.0
-639250.0,1895500.000000001,79.0,293.0,42.0,96.0
10590750.0,3633500.000000001,62.0,421.0,531.0,231.0
-12572250.0,6772500.000000001,59.0,654.0,536.0,361.0
-6913250.0,-3709499.999999999,67.0,347.0,177.0,219.0
6517750.0,5992500.000000001,65.0,585.0,582.0,426.0
2046750.0,880500.0000000009,59.0,312.0,113.0,109.0
3180750.0,1673500.000000001,82.0,312.0,57.0,225.0
-1159250.0,1119500.000000001,51.0,409.0,213.0,190.0
4874750.0,709500.0000000009,80.0,370.0,184.0,292.0
4524750.0,6771500.000000001,46.0,638.0,949.0,623.0
667750.0,1514500.000000001,64.0,283.0,55.0,110.0
8130750.0,6053500.000000001,55.0,625.0,920.0,383.0
2846750.0,-3533499.999999999,72.0,363.0,150.0,185.0
11926750.0,1344500.000000001,57.0,407.0,423.0,241.0
-15129250.0,6551500.000000001,52.0,474.0,1241.0,723.0
-12114250.0,5193500.000000001,59.0,371.0,488.0,183.0
14667750.0,-2172499.999999999,75.0,363.0,49.0,255.0
14771750.0,-3245499.999999999,77.0,323.0,55.0,211.0
10686750.0,5923500.000000001,52.0,572.0,1153.0,361.0
3975750.0,2409500.000000001,81.0,292.0,100.0,137.0
6599750.0,3084500.000000001,81.0,304.0,53.0,143.0
3507750.0,542500.0000000009,63.0,357.0,204.0,213.0
1473750.0,3632500.000000001,81.0,306.0,71.0,133.0
-9431250.0,5736500.000000001,55.0,593.0,796.0,426.0
8223750.0,4128500.000000001,78.0,336.0,248.0,197.0
-742250.0,2567500.000000001,79.0,282.0,125.0,204.0
8240750.0,2269500.000000001,70.0,345.0,136.0,441.0
11396750.0,1266500.000000001,51.0,413.0,275.0,190.0
225750.0,2456500.000000001,83.0,279.0,92.0,262.0
-11429250.0,2518500.000000001,68.0,368.0,171.0,274.0
9944750.0,2739500.000000001,55.0,398.0,221.0,224.0
1854750.0,2688500.000000001,85.0,320.0,110.0,166.0
-10951250.0,2583500.000000001,71.0,364.0,411.0,244.0
-6252250.0,425500.00000000093,45.0,402.0,251.0,156.0
3329750.0,3392500.000000001,80.0,287.0,56.0,135.0
541750.0,2786500.000000001,82.0,293.0,131.0,230.0
10039750.0,6103500.000000001,47.0,602.0,1128.0,307.0
6448750.0,5123500.000000001,80.0,354.0,271.0,311.0
14562750.0,-3002499.999999999,77.0,337.0,40.0,308.0
15074750.0,-2499499.999999999,76.0,354.0,37.0,347.0
4046750.0,-1709499.999999999,54.0,361.0,205.0,130.0
10860750.0,1891500.000000001,58.0,366.0,218.0,148.0
-5624250.0,-770499.9999999991,47.0,409.0,273.0,141.0
-6069250.0,-3154499.999999999,51.0,386.0,417.0,296.0
1733750.0,880500.0000000009,63.0,358.0,301.0,138.0
1116750.0,1652500.000000001,76.0,260.0,85.0,156.0
-10981250.0,6260500.000000001,61.0,577.0,327.0,377.0
-10254250.0,5187500.000000001,52.0,410.0,363.0,202.0
11144750.0,6545500.000000001,43.0,609.0,949.0,416.0
2237750.0,4519500.000000001,75.0,377.0,307.0,274.0
3990750.0,344500.00000000093,82.0,321.0,77.0,141.0
-11984250.0,5699500.000000001,71.0,414.0,277.0,166.0
-8068250.0,657500.0000000009,48.0,443.0,528.0,204.0
6169750.0,5101500.000000001,78.0,353.0,222.0,341.0
5305750.0,-1982499.999999999,50.0,394.0,351.0,160.0
-10861250.0,2269500.000000001,63.0,397.0,315.0,173.0
16098750.0,-3293499.999999999,75.0,384.0,71.0,290.0
4574750.0,4335500.000000001,70.0,352.0,290.0,229.0
6221750.0,4651500.000000001,79.0,349.0,130.0,356.0
603750.0,3781500.000000001,80.0,343.0,87.0,137.0
9570750.0,3958500.000000001,77.0,379.0,373.0,307.0
9591750.0,3808500.000000001,73.0,370.0,426.0,296.0
15241750.0,-2861499.999999999,78.0,306.0,28.0,265.0
-7043250.0,-3406499.999999999,68.0,383.0,163.0,240.0
13850750.0,-3116499.999999999,75.0,364.0,36.0,220.0
-7687250.0,-319499.99999999907,43.0,339.0,568.0,255.0
6549750.0,3015500.000000001,81.0,303.0,51.0,152.0
11333750.0,5084500.000000001,62.0,437.0,931.0,272.0
-11852250.0,7730500.000000001,75.0,478.0,617.0,267.0
-6813250.0,-3547499.999999999,67.0,346.0,177.0,230.0
15471750.0,-3702499.999999999,70.0,392.0,231.0,248.0
-6875250.0,701500.0000000009,51.0,397.0,250.0,217.0
-7489250.0,892500.0000000009,57.0,375.0,189.0,175.0
10532750.0,1950500.000000001,58.0,377.0,418.0,222.0
595750.0,1761500.000000001,67.0,294.0,48.0,105.0
10171750.0,4877500.000000001,81.0,335.0,210.0,185.0
-8731250.0,6366500.000000001,55.0,565.0,750.0,431.0
2755750.0,7288500.000000001,56.0,462.0,964.0,412.0
13779750.0,755500.0000000009,53.0,410.0,318.0,126.0
3261750.0,-1554499.999999999,61.0,326.0,101.0,69.0
8050750.0,2675500.000000001,72.0,398.0,115.0,309.0
10433750.0,6664500.000000001,56.0,630.0,949.0,373.0
4905750.0,6414500.000000001,52.0,570.0,946.0,567.0
6968750.0,4716500.000000001,64.0,407.0,472.0,277.0
-7958250.0,803500.0000000009,51.0,392.0,285.0,154.0
2783750.0,5715500.000000001,54.0,482.0,608.0,236.0
4071750.0,3275500.000000001,82.0,295.0,59.0,172.0
-11737250.0,2723500.000000001,55.0,373.0,538.0,263.0
-6234250.0,-450499.99999999907,41.0,395.0,226.0,123.0
4587750.0,3402500.000000001,80.0,322.0,49.0,157.0
13791750.0,-3394499.999999999,76.0,364.0,61.0,227.0
10155750.0,5617500.000000001,58.0,519.0,1399.0,279.0
3996750.0,-716499.9999999991,68.0,310.0,96.0,191.0
1559750.0,2994500.000000001,83.0,310.0,105.0,136.0
16415750.0,-2356499.999999999,68.0,333.0,91.0,190.0
-9425250.0,4937500.000000001,68.0,343.0,757.0,296.0
13591750.0,-3502499.999999999,64.0,354.0,91.0,132.0
1613750.0,2387500.000000001,83.0,303.0,72.0,159.0
14868750.0,-2946499.999999999,76.0,346.0,43.0,288.0
10193750.0,5892500.000000001,57.0,611.0,1341.0,344.0
4559750.0,2143500.000000001,80.0,313.0,131.0,252.0
188750.0,4351500.000000001,65.0,362.0,211.0,175.0
-6895250.0,212500.00000000093,47.0,399.0,175.0,150.0
1851750.0,-2491499.999999999,83.0,345.0,79.0,101.0
8903750.0,3916500.000000001,76.0,363.0,224.0,225.0
5525750.0,928500.0000000009,79.0,310.0,136.0,154.0
1780750.0,433500.00000000093,56.0,349.0,272.0,142.0
1163750.0,5042500.000000001,61.0,391.0,804.0,342.0
-290250.0,1671500.000000001,65.0,296.0,52.0,79.0
3526750.0,-810499.9999999991,59.0,330.0,129.0,120.0
-10533250.0,5909500.000000001,57.0,516.0,385.0,221.0
8392750.0,5595500.000000001,63.0,549.0,1033.0,349.0
1445750.0,3991500.000000001,74.0,322.0,255.0,214.0
6064750.0,5352500.000000001,79.0,365.0,294.0,228.0
-12486250.0,6199500.000000001,59.0,575.0,214.0,190.0
11898750.0,4160500.000000001,59.0,380.0,335.0,166.0
12066750.0,6588500.000000001,52.0,673.0,747.0,448.0
-13157250.0,5580500.000000001,48.0,486.0,604.0,353.0
13013750.0,548500.0000000009,51.0,394.0,488.0,241.0
2108750.0,5180500.000000001,64.0,396.0,753.0,250.0
2057750.0,1664500.000000001,77.0,316.0,88.0,137.0
-7447250.0,-5508499.999999999,74.0,464.0,113.0,256.0
-6369250.0,-3737499.999999999,62.0,402.0,370.0,257.0
3974750.0,4084500.000000001,72.0,325.0,224.0,223.0
-4645250.0,-530499.9999999991,52.0,348.0,126.0,131.0
7339750.0,6980500.000000001,50.0,653.0,838.0,443.0
13273750.0,-3219499.999999999,68.0,336.0,68.0,184.0
-10095250.0,4053500.000000001,57.0,400.0,310.0,159.0
1398750.0,2550500.000000001,81.0,303.0,164.0,203.0
-6661250.0,-3890499.999999999,69.0,365.0,259.0,250.0
15161750.0,-3245499.999999999,74.0,329.0,33.0,201.0
9655750.0,5611500.000000001,70.0,522.0,818.0,290.0
687750.0,3769500.000000001,78.0,344.0,98.0,173.0
3268750.0,3219500.000000001,80.0,285.0,91.0,134.0
1584750.0,5652500.000000001,65.0,472.0,483.0,234.0
5509750.0,6369500.000000001,55.0,582.0,637.0,474.0
-7266250.0,-1653499.999999999,54.0,360.0,247.0,157.0
940750.0,3822500.000000001,81.0,308.0,64.0,130.0
12897750.0,-351499.99999999907,48.0,399.0,368.0,181.0
7457750.0,4638500.000000001,71.0,398.0,481.0,254.0
2093750.0,5528500.000000001,57.0,501.0,678.0,286.0
-1273250.0,2606500.000000001,82.0,292.0,90.0,115.0
4810750.0,-2795499.999999999,69.0,325.0,107.0,200.0
-12509250.0,5750500.000000001,55.0,398.0,780.0,263.0
7437750.0,4161500.000000001,78.0,332.0,285.0,164.0
4995750.0,1097500.000000001,79.0,357.0,250.0,246.0
6329750.0,5288500.000000001,78.0,377.0,332.0,249.0
-12052250.0,6240500.000000001,60.0,514.0,181.0,233.0
4865750.0,6997500.000000001,48.0,668.0,1287.0,650.0
-10397250.0,6068500.000000001,60.0,542.0,701.0,349.0
9056750.0,6457500.000000001,56.0,646.0,1071.0,429.0
3271750.0,6130500.000000001,50.0,583.0,1180.0,397.0
1732750.0,5189500.000000001,49.0,441.0,997.0,345.0
3451750.0,6793500.000000001,46.0,616.0,1246.0,734.0
-12178250.0,7209500.000000001,58.0,558.0,373.0,484.0
3500750.0,-2704499.999999999,67.0,317.0,122.0,203.0
7763750.0,7067500.000000001,52.0,646.0,800.0,401.0
-10966250.0,3591500.000000001,69.0,354.0,314.0,165.0
45750.0,3564500.000000001,82.0,278.0,69.0,132.0
3539750.0,5388500.000000001,66.0,360.0,1087.0,301.0
9663750.0,3363500.000000001,63.0,403.0,576.0,248.0
3516750.0,-2217499.999999999,71.0,330.0,104.0,191.0
7059750.0,6120500.000000001,62.0,534.0,568.0,399.0
-10311250.0,3374500.000000001,61.0,446.0,732.0,312.0
1223750.0,1104500.000000001,65.0,309.0,167.0,115.0
5752750.0,3952500.000000001,78.0,325.0,145.0,206.0
650750.0,4292500.000000001,77.0,381.0,206.0,236.0
2530750.0,5083500.000000001,74.0,379.0,465.0,287.0
-7367250.0,-2893499.999999999,76.0,343.0,188.0,226.0
1882750.0,200500.00000000093,48.0,343.0,273.0,134.0
-8603250.0,5163500.000000001,47.0,394.0,845.0,459.0
1820750.0,-1755499.999999999,58.0,319.0,78.0,138.0
9855750.0,5192500.000000001,78.0,344.0,393.0,193.0
-6032250.0,-347499.99999999907,44.0,396.0,205.0,152.0
8440750.0,2317500.000000001,72.0,374.0,147.0,474.0
-9702250.0,1371500.000000001,65.0,412.0,384.0,259.0
-9199250.0,5256500.000000001,52.0,462.0,783.0,376.0
8720750.0,3539500.000000001,85.0,355.0,147.0,212.0
15618750.0,-3892499.999999999,76.0,369.0,209.0,177.0
5206750.0,1928500.000000001,82.0,292.0,54.0,143.0
14973750.0,-1380499.999999999,60.0,350.0,101.0,177.0
5970750.0,2002500.000000001,82.0,292.0,70.0,223.0
5180750.0,716500.0000000009,79.0,327.0,161.0,176.0
-11558250.0,3505500.000000001,79.0,335.0,150.0,193.0
-625250.0,1813500.000000001,77.0,328.0,54.0,100.0
10593750.0,1879500.000000001,58.0,362.0,295.0,248.0
13093750.0,1999500.000000001,53.0,445.0,486.0,223.0
-13087250.0,6372500.000000001,55.0,577.0,630.0,480.0
7251750.0,4558500.000000001,71.0,367.0,361.0,253.0
1269750.0,-38499.99999999907,48.0,390.0,306.0,161.0
8415750.0,2197500.000000001,70.0,370.0,122.0,357.0
-12701250.0,6165500.000000001,60.0,499.0,744.0,308.0
8655750.0,4806500.000000001,77.0,330.0,188.0,216.0
5501750.0,6618500.000000001,54.0,613.0,762.0,590.0
-12499250.0,7054500.000000001,59.0,623.0,420.0,599.0
-8373250.0,741500.0000000009,50.0,433.0,513.0,223.0
9662750.0,7089500.000000001,52.0,628.0,806.0,395.0
1775750.0,6547500.000000001,46.0,460.0,662.0,364.0
3468750.0,-440499.99999999907,56.0,254.0,198.0,101.0
607750.0,4240500.000000001,78.0,370.0,218.0,181.0
1875750.0,2236500.000000001,83.0,307.0,50.0,184.0
-1054250.0,1029500.0000000009,55.0,345.0,275.0,191.0
1054750.0,543500.0000000009,48.0,375.0,355.0,205.0
16073750.0,-3322499.999999999,75.0,408.0,69.0,265.0
2513750.0,-6499.999999999069,45.0,346.0,234.0,86.0
-6263250.0,-2535499.999999999,55.0,367.0,226.0,164.0
9577750.0,6259500.000000001,48.0,593.0,882.0,305.0
-14647250.0,6996500.000000001,50.0,462.0,1288.0,683.0
-7072250.0,-3173499.999999999,71.0,346.0,152.0,204.0
7363750.0,5934500.000000001,57.0,447.0,308.0,327.0
581750.0,5936500.000000001,53.0,438.0,926.0,315.0
-6842250.0,-2635499.999999999,64.0,326.0,192.0,213.0
6301750.0,7226500.000000001,52.0,672.0,1593.0,519.0
265750.0,3194500.000000001,83.0,304.0,59.0,251.0
1605750.0,2666500.000000001,84.0,304.0,93.0,159.0
3815750.0,4196500.000000001,69.0,350.0,369.0,253.0
-9512250.0,3463500.000000001,50.0,289.0,930.0,109.0
2272750.0,108500.00000000093,47.0,330.0,221.0,80.0
14368750.0,-2841499.999999999,71.0,329.0,34.0,248.0
-13767250.0,6999500.000000001,50.0,464.0,1264.0,618.0
14912750.0,-2517499.999999999,77.0,383.0,35.0,322.0
10805750.0,3990500.000000001,74.0,378.0,328.0,212.0
-533250.0,3077500.000000001,83.0,309.0,81.0,201.0
-14310250.0,7346500.000000001,55.0,445.0,1284.0,667.0
3963750.0,1120500.000000001,59.0,386.0,302.0,275.0
4737750.0,-2387499.999999999,64.0,291.0,122.0,159.0
1792750.0,-2674499.999999999,87.0,291.0,153.0,150.0
14277750.0,-2427499.999999999,78.0,338.0,40.0,288.0
8119750.0,6487500.000000001,59.0,626.0,743.0,398.0
4136750.0,6319500.000000001,54.0,560.0,1167.0,461.0
11564750.0,1445500.000000001,56.0,386.0,231.0,220.0
2804750.0,34500.00000000093,46.0,357.0,242.0,119.0
-4507250.0,-1966499.999999999,53.0,385.0,368.0,226.0
-11330250.0,5286500.000000001,68.0,369.0,386.0,246.0
-7753250.0,-755499.9999999991,42.0,365.0,320.0,173.0
10243750.0,6292500.000000001,53.0,642.0,1173.0,361.0
-10999250.0,6173500.000000001,61.0,548.0,354.0,390.0
5218750.0,6030500.000000001,57.0,551.0,993.0,400.0
-10689250.0,4754500.000000001,67.0,412.0,303.0,240.0
16109750.0,-1744499.999999999,62.0,354.0,163.0,125.0
8507750.0,4433500.000000001,80.0,338.0,192.0,215.0
4448750.0,7160500.000000001,47.0,663.0,1271.0,649.0
-9684250.0,5506500.000000001,53.0,507.0,534.0,143.0
6064750.0,7331500.000000001,56.0,662.0,1249.0,573.0
4381750.0,5888500.000000001,58.0,613.0,798.0,376.0
14242750.0,-2343499.999999999,77.0,341.0,37.0,297.0
6300750.0,5587500.000000001,75.0,430.0,451.0,228.0
4326750.0,3196500.000000001,81.0,309.0,67.0,138.0
-9996250.0,3815500.000000001,54.0,376.0,278.0,182.0
2610750.0,-476499.99999999907,48.0,326.0,234.0,121.0
4546750.0,3976500.000000001,77.0,321.0,147.0,254.0
5771750.0,3627500.000000001,79.0,287.0,88.0,118.0
2923750.0,1243500.000000001,70.0,375.0,98.0,144.0
-11565250.0,3631500.000000001,78.0,335.0,149.0,157.0
13573750.0,-2898499.999999999,65.0,360.0,41.0,267.0
-7042250.0,-3442499.999999999,67.0,365.0,165.0,193.0
4480750.0,1182500.000000001,77.0,321.0,85.0,291.0
-6830250.0,32500.00000000093,47.0,403.0,261.0,162.0
-12285250.0,5000500.000000001,64.0,392.0,681.0,236.0
9331750.0,5355500.000000001,70.0,511.0,951.0,337.0
11871750.0,4808500.000000001,54.0,524.0,661.0,338.0
4697750.0,6118500.000000001,60.0,573.0,816.0,341.0
3656750.0,-776499.9999999991,57.0,293.0,112.0,104.0
-12245250.0,6440500.000000001,64.0,588.0,158.0,308.0
7510750.0,4172500.000000001,75.0,324.0,270.0,205.0
2517750.0,2808500.000000001,80.0,296.0,117.0,158.0
8440750.0,3970500.000000001,77.0,342.0,180.0,222.0
178750.0,3409500.000000001,81.0,275.0,55.0,151.0
-12911250.0,4715500.000000001,62.0,347.0,588.0,255.0
2173750.0,2046500.000000001,81.0,287.0,132.0,180.0
5764750.0,4467500.000000001,77.0,348.0,168.0,200.0
925750.0,1549500.000000001,69.0,279.0,63.0,93.0
-6892250.0,-927499.9999999991,40.0,396.0,224.0,181.0
2075750.0,1100500.000000001,64.0,291.0,135.0,130.0
15610750.0,-2303499.999999999,68.0,378.0,70.0,370.0
15503750.0,-2825499.999999999,76.0,298.0,23.0,216.0
4360750.0,3926500.000000001,79.0,338.0,104.0,154.0
2801750.0,-214499.99999999907,49.0,373.0,241.0,123.0
9225750.0,5753500.000000001,70.0,543.0,1013.0,275.0
4338750.0,-24499.99999999907,83.0,294.0,72.0,152.0
3842750.0,5795500.000000001,62.0,548.0,1033.0,410.0
-6663250.0,-2703499.999999999,60.0,329.0,276.0,203.0
-6602250.0,179500.00000000093,47.0,412.0,221.0,118.0
4270750.0,2734500.000000001,81.0,299.0,60.0,132.0
8632750.0,2121500.000000001,62.0,383.0,266.0,299.0
-12883250.0,6855500.000000001,54.0,585.0,653.0,467.0
1699750.0,3193500.000000001,82.0,312.0,104.0,156.0
14365750.0,-1786499.999999999,66.0,370.0,88.0,183.0
10856750.0,3105500.000000001,59.0,438.0,365.0,222.0
7322750.0,3030500.000000001,80.0,298.0,47.0,95.0
10718750.0,489500.00000000093,48.0,472.0,551.0,227.0
-12709250.0,4748500.000000001,78.0,377.0,159.0,199.0
11609750.0,5742500.000000001,59.0,491.0,932.0,347.0
1812750.0,-1119499.999999999,58.0,306.0,100.0,93.0
5760750.0,6435500.000000001,56.0,638.0,810.0,542.0
-8846250.0,5388500.000000001,46.0,470.0,721.0,405.0
1843750.0,-2279499.999999999,75.0,324.0,67.0,126.0
10091750.0,2484500.000000001,67.0,365.0,187.0,203.0
5420750.0,5469500.000000001,75.0,424.0,344.0,231.0
-9563250.0,4844500.000000001,69.0,329.0,708.0,283.0
15531750.0,-2264499.999999999,69.0,339.0,67.0,336.0
10019750.0,6731500.000000001,54.0,612.0,1202.0,440.0
2628750.0,1501500.000000001,69.0,344.0,88.0,132.0
-7162250.0,-480499.99999999907,37.0,365.0,251.0,182.0
11796750.0,5082500.000000001,50.0,461.0,1062.0,304.0
-19250.0,2905500.000000001,83.0,304.0,143.0,275.0
808750.0,1821500.000000001,78.0,312.0,49.0,146.0
18426750.0,-4584499.999999999,52.0,417.0,514.0,276.0
2888750.0,2156500.000000001,82.0,283.0,130.0,227.0
-7485250.0,-5079499.999999999,82.0,347.0,84.0,203.0
1756750.0,3427500.000000001,81.0,300.0,93.0,173.0
-4560250.0,-599499.9999999991,56.0,342.0,153.0,148.0
6374750.0,4612500.000000001,76.0,346.0,158.0,345.0
7245750.0,5779500.000000001,67.0,486.0,500.0,297.0
11683750.0,-438499.99999999907,54.0,416.0,323.0,202.0
-12761250.0,5485500.000000001,60.0,375.0,735.0,238.0
3746750.0,5169500.000000001,69.0,398.0,628.0,261.0
7094750.0,6257500.000000001,58.0,596.0,466.0,336.0
12549750.0,268500.00000000093,48.0,421.0,531.0,181.0
2891750.0,2327500.000000001,82.0,296.0,63.0,201.0
4964750.0,5625500.000000001,73.0,436.0,457.0,287.0
4104750.0,1737500.000000001,72.0,320.0,102.0,299.0
5872750.0,3900500.000000001,79.0,322.0,141.0,204.0
16075750.0,-4277499.999999999,61.0,382.0,391.0,267.0
-1477250.0,1964500.000000001,77.0,277.0,40.0,77.0
-10284250.0,5396500.000000001,53.0,452.0,514.0,285.0
7147750.0,3766500.000000001,73.0,350.0,341.0,194.0
-8525250.0,55500.00000000093,49.0,367.0,438.0,243.0
-10306250.0,4856500.000000001,62.0,349.0,735.0,165.0
-9639250.0,7369500.000000001,60.0,587.0,557.0,504.0
-998250.0,2313500.000000001,82.0,290.0,33.0,264.0
6618750.0,4521500.000000001,76.0,339.0,305.0,190.0
-6749250.0,751500.0000000009,48.0,405.0,365.0,180.0
1341750.0,3556500.000000001,82.0,320.0,60.0,163.0
-1256250.0,2700500.000000001,82.0,292.0,250.0,133.0
815750.0,1278500.000000001,61.0,324.0,131.0,67.0
7513750.0,6102500.000000001,62.0,562.0,474.0,405.0
2494750.0,-2733499.999999999,72.0,287.0,63.0,100.0
5515750.0,6682500.000000001,52.0,595.0,826.0,532.0
4458750.0,1274500.000000001,75.0,327.0,111.0,346.0
5816750.0,3611500.000000001,78.0,296.0,94.0,123.0
-12082250.0,3198500.000000001,71.0,348.0,218.0,224.0
2601750.0,7219500.000000001,54.0,505.0,831.0,359.0
4225750.0,3147500.000000001,81.0,306.0,64.0,163.0
1801750.0,-775499.9999999991,52.0,311.0,150.0,118.0
-6557250.0,225500.00000000093,47.0,398.0,205.0,122.0
60750.0,4478500.000000001,67.0,357.0,380.0,200.0
4717750.0,1185500.000000001,79.0,324.0,64.0,212.0
1834750.0,3339500.000000001,80.0,302.0,64.0,154.0
9722750.0,3625500.000000001,66.0,440.0,505.0,287.0
2259750.0,1148500.000000001,64.0,369.0,119.0,191.0
5240750.0,7098500.000000001,50.0,606.0,1221.0,535.0
3455750.0,978500.0000000009,65.0,303.0,219.0,198.0
