latitude,longitude,ph,moisture,nitrogen,cec
3460500.000000001,-9849250.0,50.0,306.0,363.0,149.0
3460500.000000001,-9749250.0,54.0,311.0,372.0,130.0
3460500.000000001,-9649250.0,56.0,314.0,349.0,122.0
3460500.000000001,-9549250.0,52.0,261.0,763.0,123.0
3460500.000000001,-9449250.0,48.0,275.0,1608.0,149.0
3460500.000000001,-449250.0,74.0,336.0,310.0,184.0
3460500.000000001,-349250.0,76.0,322.0,226.0,186.0
3460500.000000001,-249250.0,72.0,369.0,344.0,212.0
3460500.000000001,-149250.0,81.0,308.0,57.0,148.0
3460500.000000001,-49250.0,79.0,311.0,234.0,149.0
3460500.000000001,50750.0,83.0,279.0,52.0,147.0
3460500.000000001,150750.0,82.0,274.0,42.0,169.0
3460500.000000001,250750.0,82.0,302.0,58.0,162.0
3460500.000000001,350750.0,83.0,287.0,47.0,139.0
3460500.000000001,450750.0,83.0,292.0,112.0,155.0
3460500.000000001,550750.0,83.0,312.0,100.0,159.0
3460500.000000001,650750.0,82.0,287.0,64.0,127.0
3460500.000000001,750750.0,85.0,320.0,104.0,170.0
3460500.000000001,850750.0,84.0,320.0,93.0,153.0
3460500.000000001,950750.0,84.0,313.0,97.0,162.0
3460500.000000001,1050750.0,82.0,309.0,91.0,142.0
3460500.000000001,1150750.0,82.0,312.0,86.0,141.0
3460500.000000001,1250750.0,82.0,302.0,49.0,159.0
3460500.000000001,1350750.0,80.0,318.0,101.0,178.0
3460500.000000001,1450750.0,81.0,312.0,106.0,135.0
3460500.000000001,1550750.0,80.0,329.0,56.0,140.0
3460500.000000001,1650750.0,80.0,324.0,58.0,163.0
3460500.000000001,1750750.0,81.0,301.0,71.0,150.0
3460500.000000001,1850750.0,80.0,323.0,65.0,139.0
3460500.000000001,1950750.0,78.0,335.0,103.0,217.0
3460500.000000001,2050750.0,77.0,299.0,135.0,175.0
3460500.000000001,2450750.0,78.0,307.0,130.0,168.0
3460500.000000001,2550750.0,78.0,295.0,68.0,125.0
3460500.000000001,2650750.0,78.0,277.0,61.0,138.0
3460500.000000001,2750750.0,79.0,286.0,64.0,129.0
3460500.000000001,2850750.0,79.0,306.0,58.0,151.0
3460500.000000001,2950750.0,79.0,288.0,119.0,139.0
3460500.000000001,3050750.0,80.0,318.0,107.0,153.0
3460500.000000001,3350750.0,72.0,347.0,400.0,238.0
3460500.000000001,3450750.0,69.0,315.0,476.0,189.0
3460500.000000001,3550750.0,78.0,317.0,285.0,223.0
3460500.000000001,3750750.0,79.0,314.0,105.0,186.0
3460500.000000001,3850750.0,79.0,302.0,84.0,158.0
3460500.000000001,3950750.0,78.0,348.0,60.0,144.0
3460500.000000001,4050750.0,80.0,318.0,83.0,143.0
3460500.000000001,4150750.0,80.0,308.0,44.0,139.0
3460500.000000001,4250750.0,80.0,321.0,52.0,136.0
3460500.000000001,4350750.0,79.0,320.0,70.0,125.0
3460500.000000001,4450750.0,80.0,331.0,45.0,143.0
3460500.000000001,4550750.0,79.0,316.0,58.0,141.0
3460500.000000001,4650750.0,79.0,322.0,56.0,165.0
3460500.000000001,4750750.0,80.0,318.0,61.0,154.0
3460500.000000001,4850750.0,79.0,322.0,98.0,174.0
3460500.000000001,4950750.0,78.0,311.0,97.0,184.0
3460500.000000001,5050750.0,77.0,355.0,125.0,250.0
3460500.000000001,5150750.0,78.0,337.0,199.0,326.0
3460500.000000001,5250750.0,77.0,330.0,231.0,282.0
3460500.000000001,5350750.0,77.0,324.0,233.0,264.0
3460500.000000001,5450750.0,76.0,299.0,119.0,204.0
3460500.000000001,5550750.0,79.0,298.0,92.0,179.0
3460500.000000001,5650750.0,78.0,290.0,94.0,187.0
3460500.000000001,5750750.0,78.0,299.0,57.0,148.0
3460500.000000001,5850750.0,78.0,291.0,81.0,139.0
3460500.000000001,5950750.0,79.0,313.0,60.0,136.0
3460500.000000001,6050750.0,79.0,313.0,60.0,146.0
3460500.000000001,6150750.0,78.0,311.0,81.0,150.0
3460500.000000001,6250750.0,80.0,307.0,54.0,131.0
3460500.000000001,6350750.0,81.0,317.0,70.0,145.0
3460500.000000001,6450750.0,82.0,304.0,81.0,131.0
3460500.000000001,6550750.0,82.0,331.0,74.0,127.0
3460500.000000001,6650750.0,79.0,307.0,67.0,169.0
3460500.000000001,6750750.0,79.0,319.0,107.0,184.0
3460500.000000001,6850750.0,78.0,304.0,168.0,273.0
3460500.000000001,6950750.0,75.0,315.0,231.0,215.0
3460500.000000001,7050750.0,78.0,328.0,124.0,218.0
3460500.000000001,7150750.0,78.0,329.0,149.0,200.0
3460500.000000001,7250750.0,78.0,344.0,97.0,160.0
3460500.000000001,7350750.0,78.0,339.0,116.0,158.0
3460500.000000001,7450750.0,79.0,335.0,100.0,146.0
3460500.000000001,7550750.0,81.0,351.0,101.0,142.0
3460500.000000001,7650750.0,80.0,348.0,117.0,162.0
3460500.000000001,7750750.0,71.0,356.0,119.0,169.0
3460500.000000001,7850750.0,59.0,401.0,508.0,249.0
3460500.000000001,7950750.0,63.0,375.0,564.0,266.0
3460500.000000001,8050750.0,67.0,369.0,462.0,368.0
3460500.000000001,8150750.0,70.0,365.0,359.0,317.0
3460500.000000001,8350750.0,78.0,363.0,157.0,303.0
3460500.000000001,8450750.0,77.0,358.0,186.0,285.0
3460500.000000001,8550750.0,80.0,320.0,179.0,212.0
3460500.000000001,8650750.0,81.0,336.0,189.0,197.0
3460500.000000001,8750750.0,75.0,361.0,245.0,293.0
3460500.000000001,8850750.0,74.0,369.0,251.0,277.0
3460500.000000001,8950750.0,75.0,369.0,307.0,172.0
3460500.000000001,9050750.0,74.0,368.0,209.0,166.0
3460500.000000001,9150750.0,73.0,386.0,378.0,278.0
3460500.000000001,9250750.0,70.0,386.0,481.0,308.0
3460500.000000001,9350750.0,68.0,378.0,401.0,333.0
3460500.000000001,9450750.0,66.0,389.0,474.0,316.0
3460500.000000001,9550750.0,66.0,400.0,568.0,267.0
3460500.000000001,9650750.0,65.0,417.0,510.0,285.0
3460500.000000001,9750750.0,61.0,412.0,627.0,244.0
3460500.000000001,9850750.0,63.0,462.0,477.0,271.0
3460500.000000001,9950750.0,69.0,453.0,496.0,264.0
3460500.000000001,10050750.0,66.0,454.0,632.0,251.0
3460500.000000001,10150750.0,63.0,451.0,766.0,271.0
3460500.000000001,10250750.0,57.0,460.0,732.0,224.0
3460500.000000001,10350750.0,58.0,471.0,557.0,309.0
3460500.000000001,10450750.0,72.0,474.0,555.0,295.0
3460500.000000001,10550750.0,69.0,438.0,416.0,262.0
3460500.000000001,10650750.0,64.0,403.0,307.0,240.0
3460500.000000001,10750750.0,65.0,419.0,387.0,212.0
3460500.000000001,10850750.0,65.0,424.0,408.0,204.0
3460500.000000001,10950750.0,64.0,427.0,377.0,205.0
3460500.000000001,11050750.0,57.0,436.0,452.0,194.0
3460500.000000001,11150750.0,61.0,374.0,268.0,207.0
3460500.000000001,11250750.0,66.0,392.0,244.0,199.0
3460500.000000001,11350750.0,68.0,401.0,316.0,218.0
3460500.000000001,11450750.0,61.0,402.0,280.0,189.0
3460500.000000001,11550750.0,53.0,401.0,407.0,176.0
3460500.000000001,11650750.0,57.0,387.0,393.0,179.0
3460500.000000001,11750750.0,59.0,398.0,233.0,181.0
3460500.000000001,11850750.0,61.0,379.0,235.0,174.0
3460500.000000001,12950750.0,52.0,430.0,409.0,246.0
3360500.000000001,-12649250.0,79.0,323.0,171.0,211.0
3360500.000000001,-12549250.0,81.0,297.0,80.0,143.0
3360500.000000001,-12349250.0,81.0,311.0,44.0,155.0
3360500.000000001,-12249250.0,75.0,334.0,97.0,157.0
3360500.000000001,-12149250.0,66.0,340.0,218.0,172.0
3360500.000000001,-12049250.0,66.0,348.0,266.0,200.0
3360500.000000001,-11949250.0,62.0,347.0,175.0,234.0
3360500.000000001,-11849250.0,82.0,333.0,103.0,186.0
3360500.000000001,-11749250.0,75.0,345.0,122.0,200.0
3360500.000000001,-11649250.0,77.0,345.0,169.0,199.0
3360500.000000001,-11549250.0,73.0,336.0,166.0,209.0
3360500.000000001,-11449250.0,78.0,329.0,153.0,198.0
3360500.000000001,-11349250.0,77.0,355.0,155.0,184.0
3360500.000000001,-11249250.0,76.0,373.0,518.0,270.0
3360500.000000001,-11149250.0,73.0,381.0,300.0,359.0
3360500.000000001,-11049250.0,69.0,389.0,333.0,276.0
3360500.000000001,-10949250.0,73.0,369.0,267.0,234.0
3360500.000000001,-10849250.0,63.0,288.0,350.0,248.0
3360500.000000001,-10749250.0,56.0,295.0,559.0,168.0
3360500.000000001,-10649250.0,50.0,366.0,429.0,109.0
3360500.000000001,-10549250.0,51.0,344.0,497.0,207.0
3360500.000000001,-10449250.0,54.0,387.0,540.0,214.0
3360500.000000001,-10349250.0,63.0,428.0,844.0,287.0
3360500.000000001,-10249250.0,59.0,463.0,737.0,324.0
3360500.000000001,-9649250.0,50.0,314.0,1515.0,175.0
3360500.000000001,-9549250.0,48.0,252.0,1561.0,159.0
3360500.000000001,-9449250.0,49.0,246.0,1575.0,120.0
3360500.000000001,-9349250.0,50.0,294.0,1135.0,205.0
3360500.000000001,-449250.0,77.0,310.0,174.0,214.0
3360500.000000001,-349250.0,74.0,349.0,269.0,198.0
3360500.000000001,-249250.0,77.0,332.0,171.0,203.0
3360500.000000001,-149250.0,80.0,303.0,82.0,170.0
3360500.000000001,-49250.0,83.0,293.0,56.0,165.0
3360500.000000001,50750.0,82.0,297.0,90.0,166.0
3360500.000000001,150750.0,82.0,289.0,55.0,160.0
3360500.000000001,250750.0,83.0,310.0,108.0,157.0
3360500.000000001,350750.0,82.0,292.0,60.0,202.0
3360500.000000001,450750.0,84.0,322.0,137.0,168.0
3360500.000000001,550750.0,84.0,302.0,71.0,175.0
3360500.000000001,650750.0,84.0,322.0,95.0,209.0
3360500.000000001,750750.0,84.0,324.0,99.0,180.0
3360500.000000001,850750.0,84.0,317.0,107.0,144.0
3360500.000000001,950750.0,84.0,308.0,72.0,148.0
3360500.000000001,1050750.0,83.0,311.0,92.0,140.0
3360500.000000001,1150750.0,81.0,313.0,93.0,147.0
3360500.000000001,1250750.0,81.0,306.0,106.0,158.0
3360500.000000001,1350750.0,82.0,304.0,56.0,147.0
3360500.000000001,1450750.0,79.0,290.0,82.0,183.0
3360500.000000001,1550750.0,81.0,323.0,132.0,170.0
3360500.000000001,1650750.0,81.0,324.0,99.0,170.0
3360500.000000001,1750750.0,80.0,312.0,98.0,165.0
3360500.000000001,1850750.0,80.0,324.0,58.0,146.0
3360500.000000001,1950750.0,82.0,321.0,58.0,152.0
3360500.000000001,2050750.0,82.0,331.0,62.0,147.0
3360500.000000001,2150750.0,80.0,315.0,68.0,138.0
3360500.000000001,2250750.0,80.0,326.0,64.0,152.0
3360500.000000001,2350750.0,80.0,312.0,83.0,141.0
3360500.000000001,2450750.0,80.0,296.0,71.0,156.0
3360500.000000001,2550750.0,81.0,277.0,59.0,143.0
3360500.000000001,2650750.0,79.0,291.0,103.0,163.0
3360500.000000001,2750750.0,78.0,289.0,97.0,165.0
3360500.000000001,2850750.0,78.0,290.0,79.0,145.0
3360500.000000001,2950750.0,80.0,290.0,60.0,155.0
3360500.000000001,3050750.0,82.0,318.0,59.0,156.0
3360500.000000001,3150750.0,81.0,284.0,117.0,198.0
3360500.000000001,3250750.0,80.0,302.0,61.0,129.0
3360500.000000001,3350750.0,80.0,287.0,52.0,140.0
3360500.000000001,3450750.0,73.0,311.0,338.0,201.0
3360500.000000001,3550750.0,80.0,276.0,56.0,147.0
3360500.000000001,3650750.0,80.0,290.0,44.0,133.0
3360500.000000001,3750750.0,80.0,314.0,33.0,131.0
3360500.000000001,3850750.0,77.0,308.0,55.0,127.0
3360500.000000001,3950750.0,81.0,325.0,94.0,161.0
3360500.000000001,4050750.0,81.0,307.0,55.0,147.0
3360500.000000001,4150750.0,79.0,316.0,133.0,179.0
3360500.000000001,4250750.0,81.0,324.0,62.0,128.0
3360500.000000001,4350750.0,80.0,327.0,51.0,125.0
3360500.000000001,4450750.0,80.0,337.0,45.0,125.0
3360500.000000001,4550750.0,79.0,341.0,51.0,134.0
3360500.000000001,4650750.0,79.0,317.0,59.0,182.0
3360500.000000001,4750750.0,79.0,323.0,62.0,174.0
3360500.000000001,4850750.0,80.0,325.0,70.0,154.0
3360500.000000001,4950750.0,78.0,293.0,76.0,145.0
3360500.000000001,5050750.0,77.0,338.0,99.0,132.0
3360500.000000001,5150750.0,77.0,316.0,191.0,245.0
3360500.000000001,5250750.0,77.0,328.0,195.0,271.0
3360500.000000001,5350750.0,78.0,323.0,210.0,326.0
3360500.000000001,5450750.0,77.0,322.0,252.0,233.0
3360500.000000001,5550750.0,77.0,312.0,152.0,213.0
3360500.000000001,5650750.0,79.0,299.0,123.0,198.0
3360500.000000001,5750750.0,80.0,297.0,105.0,187.0
3360500.000000001,5850750.0,78.0,316.0,90.0,168.0
3360500.000000001,5950750.0,79.0,319.0,108.0,153.0
3360500.000000001,6050750.0,80.0,333.0,70.0,157.0
3360500.000000001,6150750.0,78.0,310.0,90.0,149.0
3360500.000000001,6250750.0,78.0,293.0,57.0,133.0
3360500.000000001,6350750.0,81.0,325.0,52.0,136.0
3360500.000000001,6450750.0,82.0,304.0,59.0,160.0
3360500.000000001,6550750.0,83.0,286.0,62.0,134.0
3360500.000000001,6650750.0,80.0,322.0,47.0,146.0
3360500.000000001,6750750.0,80.0,311.0,67.0,172.0
3360500.000000001,6850750.0,79.0,319.0,96.0,207.0
3360500.000000001,6950750.0,77.0,316.0,132.0,201.0
3360500.000000001,7050750.0,79.0,332.0,113.0,188.0
3360500.000000001,7150750.0,78.0,337.0,136.0,203.0
3360500.000000001,7250750.0,81.0,338.0,110.0,156.0
3360500.000000001,7350750.0,76.0,320.0,186.0,142.0
3360500.000000001,7550750.0,78.0,344.0,86.0,169.0
3360500.000000001,7650750.0,79.0,340.0,146.0,150.0
3360500.000000001,7750750.0,78.0,346.0,141.0,187.0
3360500.000000001,7850750.0,74.0,377.0,126.0,145.0
3360500.000000001,7950750.0,60.0,390.0,308.0,205.0
3360500.000000001,8050750.0,59.0,389.0,404.0,215.0
3360500.000000001,8150750.0,58.0,412.0,718.0,285.0
3360500.000000001,8250750.0,64.0,362.0,501.0,360.0
3360500.000000001,8350750.0,67.0,358.0,380.0,294.0
3360500.000000001,8450750.0,77.0,349.0,236.0,349.0
3360500.000000001,8550750.0,76.0,346.0,246.0,299.0
3360500.000000001,8650750.0,78.0,346.0,184.0,289.0
3360500.000000001,8750750.0,77.0,331.0,215.0,290.0
3360500.000000001,8850750.0,78.0,356.0,289.0,259.0
3360500.000000001,8950750.0,73.0,344.0,291.0,187.0
3360500.000000001,9050750.0,70.0,364.0,316.0,189.0
3360500.000000001,9150750.0,72.0,373.0,379.0,157.0
3360500.000000001,9250750.0,68.0,377.0,373.0,199.0
3360500.000000001,9350750.0,64.0,390.0,374.0,310.0
3360500.000000001,9750750.0,68.0,430.0,502.0,306.0
3360500.000000001,9850750.0,67.0,484.0,533.0,321.0
3360500.000000001,9950750.0,61.0,450.0,521.0,305.0
3360500.000000001,10050750.0,65.0,449.0,575.0,266.0
3360500.000000001,10150750.0,60.0,436.0,589.0,214.0
3360500.000000001,10250750.0,60.0,466.0,800.0,297.0
3360500.000000001,10350750.0,59.0,447.0,492.0,233.0
3360500.000000001,10450750.0,67.0,434.0,433.0,281.0
3360500.000000001,10550750.0,75.0,442.0,421.0,294.0
3360500.000000001,10650750.0,67.0,396.0,295.0,269.0
3360500.000000001,10750750.0,61.0,410.0,296.0,238.0
3360500.000000001,10950750.0,55.0,448.0,657.0,250.0
3360500.000000001,11050750.0,57.0,444.0,552.0,218.0
3360500.000000001,11150750.0,59.0,413.0,304.0,199.0
3360500.000000001,11350750.0,72.0,370.0,287.0,205.0
3360500.000000001,11450750.0,65.0,397.0,471.0,209.0
3360500.000000001,11550750.0,61.0,385.0,238.0,194.0
3360500.000000001,11750750.0,59.0,386.0,376.0,178.0
3360500.000000001,11850750.0,54.0,406.0,396.0,201.0
3360500.000000001,11950750.0,57.0,396.0,332.0,161.0
3360500.000000001,12050750.0,66.0,375.0,455.0,200.0
3260500.000000001,-12549250.0,76.0,286.0,70.0,150.0
3260500.000000001,-12249250.0,78.0,313.0,79.0,162.0
3260500.000000001,-12149250.0,75.0,329.0,124.0,201.0
3260500.000000001,-12049250.0,69.0,338.0,213.0,201.0
3260500.000000001,-11949250.0,63.0,381.0,392.0,253.0
3260500.000000001,-11849250.0,68.0,363.0,182.0,224.0
3260500.000000001,-11749250.0,79.0,353.0,145.0,223.0
3260500.000000001,-11649250.0,86.0,329.0,103.0,227.0
3260500.000000001,-11549250.0,84.0,313.0,73.0,219.0
3260500.000000001,-11449250.0,77.0,357.0,230.0,191.0
3260500.000000001,-11349250.0,79.0,346.0,141.0,195.0
3260500.000000001,-11249250.0,78.0,369.0,286.0,212.0
3260500.000000001,-11149250.0,76.0,396.0,227.0,250.0
3260500.000000001,-11049250.0,73.0,367.0,207.0,212.0
3260500.000000001,-10949250.0,68.0,276.0,299.0,152.0
3260500.000000001,-10849250.0,64.0,313.0,489.0,205.0
3260500.000000001,-10749250.0,63.0,391.0,345.0,253.0
3260500.000000001,-10649250.0,65.0,360.0,501.0,261.0
3260500.000000001,-9449250.0,49.0,271.0,2159.0,194.0
3260500.000000001,-549250.0,74.0,343.0,329.0,276.0
3260500.000000001,-449250.0,76.0,316.0,90.0,192.0
3260500.000000001,-349250.0,80.0,315.0,79.0,148.0
3260500.000000001,-249250.0,80.0,302.0,60.0,135.0
3260500.000000001,-149250.0,82.0,307.0,52.0,148.0
3260500.000000001,-49250.0,82.0,291.0,48.0,175.0
3260500.000000001,50750.0,81.0,287.0,89.0,204.0
3260500.000000001,150750.0,82.0,279.0,56.0,205.0
3260500.000000001,250750.0,82.0,310.0,106.0,256.0
3260500.000000001,350750.0,84.0,312.0,97.0,214.0
3260500.000000001,450750.0,84.0,302.0,64.0,235.0
3260500.000000001,550750.0,84.0,307.0,96.0,258.0
3260500.000000001,650750.0,84.0,312.0,97.0,294.0
3260500.000000001,750750.0,85.0,318.0,98.0,244.0
3260500.000000001,850750.0,83.0,312.0,100.0,197.0
3260500.000000001,950750.0,84.0,311.0,105.0,148.0
3260500.000000001,1050750.0,84.0,306.0,93.0,137.0
3260500.000000001,1150750.0,82.0,306.0,54.0,138.0
3260500.000000001,1250750.0,82.0,321.0,87.0,140.0
3260500.000000001,1350750.0,82.0,314.0,100.0,165.0
3260500.000000001,1450750.0,82.0,299.0,60.0,173.0
3260500.000000001,1550750.0,81.0,298.0,66.0,168.0
3260500.000000001,1650750.0,81.0,305.0,72.0,161.0
3260500.000000001,1750750.0,82.0,317.0,105.0,156.0
3260500.000000001,1850750.0,81.0,316.0,101.0,157.0
3260500.000000001,1950750.0,80.0,311.0,57.0,152.0
3260500.000000001,2050750.0,80.0,305.0,70.0,149.0
3260500.000000001,2150750.0,82.0,308.0,64.0,158.0
3260500.000000001,2250750.0,83.0,309.0,72.0,155.0
3260500.000000001,2350750.0,83.0,299.0,75.0,164.0
3260500.000000001,2450750.0,81.0,288.0,105.0,149.0
3260500.000000001,2550750.0,81.0,275.0,145.0,146.0
3260500.000000001,2650750.0,80.0,274.0,100.0,148.0
3260500.000000001,2750750.0,79.0,248.0,100.0,146.0
3260500.000000001,2850750.0,79.0,283.0,56.0,150.0
3260500.000000001,2950750.0,81.0,323.0,100.0,190.0
3260500.000000001,3050750.0,82.0,291.0,94.0,194.0
3260500.000000001,3150750.0,83.0,292.0,61.0,137.0
3260500.000000001,3250750.0,80.0,264.0,92.0,137.0
3260500.000000001,3350750.0,80.0,291.0,65.0,145.0
3260500.000000001,3450750.0,75.0,306.0,256.0,206.0
3260500.000000001,3550750.0,80.0,295.0,58.0,143.0
3260500.000000001,3650750.0,79.0,279.0,96.0,151.0
3260500.000000001,3750750.0,79.0,303.0,70.0,144.0
3260500.000000001,3850750.0,78.0,268.0,57.0,154.0
3260500.000000001,3950750.0,82.0,308.0,133.0,160.0
3260500.000000001,4050750.0,81.0,295.0,101.0,163.0
3260500.000000001,4150750.0,81.0,314.0,129.0,181.0
3260500.000000001,4250750.0,80.0,292.0,76.0,144.0
3260500.000000001,4350750.0,80.0,304.0,66.0,138.0
3260500.000000001,4450750.0,81.0,338.0,61.0,145.0
3260500.000000001,4550750.0,80.0,319.0,65.0,148.0
3260500.000000001,4650750.0,80.0,321.0,77.0,174.0
3260500.000000001,4750750.0,79.0,334.0,82.0,183.0
3260500.000000001,4850750.0,79.0,330.0,87.0,171.0
3260500.000000001,4950750.0,79.0,349.0,78.0,176.0
3260500.000000001,5050750.0,79.0,313.0,59.0,151.0
3260500.000000001,5350750.0,76.0,332.0,234.0,240.0
3260500.000000001,5450750.0,79.0,325.0,185.0,294.0
3260500.000000001,5550750.0,79.0,314.0,173.0,216.0
3260500.000000001,5650750.0,80.0,316.0,209.0,262.0
3260500.000000001,5750750.0,81.0,307.0,125.0,245.0
3260500.000000001,5850750.0,79.0,337.0,145.0,198.0
3260500.000000001,5950750.0,76.0,348.0,180.0,237.0
3260500.000000001,6050750.0,78.0,306.0,79.0,150.0
3260500.000000001,6150750.0,81.0,295.0,54.0,144.0
3260500.000000001,6250750.0,78.0,306.0,102.0,151.0
3260500.000000001,6350750.0,80.0,291.0,57.0,158.0
3260500.000000001,6450750.0,82.0,308.0,58.0,155.0
3260500.000000001,6550750.0,83.0,289.0,58.0,165.0
3260500.000000001,6650750.0,78.0,293.0,67.0,157.0
3260500.000000001,6750750.0,81.0,317.0,75.0,170.0
3260500.000000001,6850750.0,79.0,321.0,101.0,215.0
3260500.000000001,6950750.0,78.0,325.0,87.0,210.0
3260500.000000001,7050750.0,83.0,307.0,38.0,172.0
3260500.000000001,7150750.0,83.0,318.0,61.0,178.0
3260500.000000001,7250750.0,80.0,352.0,116.0,188.0
3260500.000000001,7350750.0,78.0,308.0,86.0,132.0
3260500.000000001,7450750.0,78.0,312.0,79.0,190.0
3260500.000000001,7550750.0,78.0,331.0,100.0,148.0
3260500.000000001,7650750.0,81.0,344.0,128.0,115.0
3260500.000000001,7750750.0,77.0,331.0,104.0,142.0
3260500.000000001,7850750.0,85.0,345.0,139.0,144.0
3260500.000000001,7950750.0,71.0,338.0,139.0,112.0
3260500.000000001,8050750.0,68.0,389.0,157.0,153.0
3260500.000000001,8150750.0,60.0,389.0,389.0,213.0
3260500.000000001,8250750.0,58.0,385.0,413.0,232.0
3260500.000000001,8350750.0,58.0,365.0,643.0,268.0
3260500.000000001,8450750.0,64.0,356.0,401.0,287.0
3260500.000000001,8550750.0,70.0,356.0,275.0,307.0
3260500.000000001,8650750.0,74.0,340.0,260.0,247.0
3260500.000000001,8750750.0,75.0,334.0,272.0,247.0
3260500.000000001,8850750.0,79.0,345.0,202.0,241.0
3260500.000000001,8950750.0,77.0,336.0,218.0,263.0
3260500.000000001,9050750.0,77.0,325.0,226.0,115.0
3260500.000000001,9150750.0,73.0,378.0,321.0,133.0
3260500.000000001,9250750.0,78.0,311.0,131.0,94.0
3260500.000000001,9350750.0,75.0,341.0,317.0,105.0
3260500.000000001,9450750.0,71.0,366.0,425.0,195.0
3260500.000000001,9550750.0,62.0,360.0,630.0,168.0
3260500.000000001,9650750.0,65.0,377.0,530.0,254.0
3260500.000000001,9750750.0,66.0,380.0,470.0,264.0
3260500.000000001,9850750.0,66.0,397.0,470.0,236.0
3260500.000000001,9950750.0,65.0,435.0,479.0,246.0
3260500.000000001,10050750.0,66.0,435.0,500.0,254.0
3260500.000000001,10150750.0,66.0,438.0,493.0,247.0
3260500.000000001,10250750.0,64.0,435.0,759.0,246.0
3260500.000000001,10350750.0,58.0,411.0,622.0,247.0
3260500.000000001,10450750.0,60.0,461.0,488.0,275.0
3260500.000000001,10550750.0,66.0,442.0,424.0,301.0
3260500.000000001,10650750.0,63.0,406.0,307.0,271.0
3260500.000000001,10750750.0,61.0,402.0,328.0,293.0
3260500.000000001,10850750.0,56.0,442.0,394.0,223.0
3260500.000000001,10950750.0,59.0,430.0,478.0,242.0
3260500.000000001,11050750.0,57.0,440.0,532.0,217.0
3260500.000000001,11150750.0,57.0,423.0,509.0,197.0
3260500.000000001,11250750.0,61.0,397.0,308.0,222.0
3260500.000000001,11350750.0,65.0,388.0,297.0,199.0
3260500.000000001,11450750.0,59.0,393.0,377.0,190.0
3260500.000000001,11550750.0,56.0,402.0,353.0,200.0
3260500.000000001,11650750.0,58.0,403.0,216.0,202.0
3260500.000000001,11850750.0,51.0,386.0,282.0,166.0
3260500.000000001,11950750.0,53.0,392.0,347.0,190.0
3260500.000000001,12050750.0,56.0,397.0,326.0,182.0
3260500.000000001,12150750.0,57.0,405.0,325.0,194.0
3160500.000000001,-12449250.0,71.0,320.0,164.0,154.0
3160500.000000001,-12249250.0,90.0,330.0,94.0,250.0
3160500.000000001,-12149250.0,78.0,327.0,145.0,200.0
3160500.000000001,-12049250.0,70.0,340.0,400.0,213.0
3160500.000000001,-11949250.0,64.0,378.0,278.0,232.0
3160500.000000001,-11849250.0,62.0,356.0,234.0,255.0
3160500.000000001,-11749250.0,66.0,362.0,257.0,244.0
3160500.000000001,-11649250.0,80.0,330.0,101.0,218.0
3160500.000000001,-11549250.0,78.0,338.0,168.0,204.0
3160500.000000001,-11449250.0,82.0,312.0,94.0,192.0
3160500.000000001,-11349250.0,73.0,356.0,270.0,152.0
3160500.000000001,-11249250.0,78.0,357.0,163.0,202.0
3160500.000000001,-11149250.0,78.0,364.0,186.0,194.0
3160500.000000001,-11049250.0,70.0,326.0,172.0,196.0
3160500.000000001,-10949250.0,74.0,338.0,241.0,189.0
3160500.000000001,-10849250.0,66.0,308.0,319.0,257.0
3160500.000000001,-9349250.0,54.0,232.0,2004.0,217.0
3160500.000000001,-649250.0,82.0,306.0,143.0,193.0
3160500.000000001,-549250.0,82.0,314.0,51.0,180.0
3160500.000000001,-449250.0,82.0,304.0,47.0,192.0
3160500.000000001,-349250.0,81.0,297.0,50.0,137.0
3160500.000000001,-249250.0,81.0,315.0,97.0,161.0
3160500.000000001,-149250.0,81.0,301.0,99.0,194.0
3160500.000000001,-49250.0,81.0,299.0,93.0,212.0
3160500.000000001,50750.0,82.0,285.0,55.0,296.0
3160500.000000001,150750.0,82.0,292.0,85.0,327.0
3160500.000000001,250750.0,84.0,302.0,113.0,260.0
3160500.000000001,350750.0,84.0,310.0,139.0,247.0
3160500.000000001,450750.0,84.0,305.0,63.0,247.0
3160500.000000001,550750.0,84.0,309.0,92.0,311.0
3160500.000000001,650750.0,84.0,288.0,101.0,226.0
3160500.000000001,750750.0,85.0,319.0,92.0,279.0
3160500.000000001,850750.0,84.0,309.0,62.0,269.0
3160500.000000001,950750.0,84.0,306.0,97.0,177.0
3160500.000000001,1050750.0,84.0,310.0,65.0,141.0
3160500.000000001,1150750.0,82.0,326.0,91.0,155.0
3160500.000000001,1250750.0,82.0,313.0,73.0,142.0
3160500.000000001,1350750.0,82.0,326.0,85.0,132.0
3160500.000000001,1450750.0,82.0,323.0,112.0,139.0
3160500.000000001,1550750.0,82.0,323.0,88.0,141.0
3160500.000000001,1650750.0,82.0,314.0,60.0,139.0
3160500.000000001,1750750.0,81.0,304.0,62.0,151.0
3160500.000000001,1850750.0,83.0,331.0,95.0,157.0
3160500.000000001,1950750.0,83.0,328.0,101.0,159.0
3160500.000000001,2050750.0,83.0,328.0,99.0,149.0
3160500.000000001,2150750.0,82.0,302.0,66.0,140.0
3160500.000000001,2250750.0,82.0,314.0,100.0,144.0
3160500.000000001,2350750.0,81.0,314.0,102.0,158.0
3160500.000000001,2450750.0,81.0,294.0,102.0,138.0
3160500.000000001,2550750.0,80.0,296.0,104.0,129.0
